id,geo,wat_res,TIME_PERIOD,OBS_VALUE
0,Albania,EVAP_TSP,1989,0
1,Albania,EVAP_TSP,1990,0
2,Albania,EVAP_TSP,1991,0
3,Albania,EVAP_TSP,1992,0
4,Albania,EVAP_TSP,1993,0
5,Albania,EVAP_TSP,1994,0
6,Albania,EVAP_TSP,1995,0
7,Albania,EVAP_TSP,1996,0
8,Albania,EVAP_TSP,1997,0
9,Albania,EVAP_TSP,1998,0
10,Albania,EVAP_TSP,1999,0
11,Albania,EVAP_TSP,2000,0
12,Albania,EVAP_TSP,2001,0
13,Albania,EVAP_TSP,2002,0
14,Albania,EVAP_TSP,2003,0
15,Albania,EVAP_TSP,2004,0
16,Albania,EVAP_TSP,2005,0
17,Albania,EVAP_TSP,2006,0
18,Albania,EVAP_TSP,2007,0
19,Albania,EVAP_TSP,2008,0
20,Albania,EVAP_TSP,2009,0
21,Albania,EVAP_TSP,2010,0
22,Albania,EVAP_TSP,2011,0
23,Albania,EVAP_TSP,2012,0
24,Albania,EVAP_TSP,2013,13164.45
25,Albania,EVAP_TSP,2014,16727.4
26,Albania,EVAP_TSP,2015,13411.54
27,Albania,EVAP_TSP,2016,16964.5
28,Albania,EVAP_TSP,2017,13856.32
29,Albania,EVAP_TSP,2018,21537.5
30,Albania,INFL_NBT,1989,0
31,Albania,INFL_NBT,1990,0
32,Albania,INFL_NBT,1991,0
33,Albania,INFL_NBT,1992,0
34,Albania,INFL_NBT,1993,0
35,Albania,INFL_NBT,1994,0
36,Albania,INFL_NBT,1995,0
37,Albania,INFL_NBT,1996,0
38,Albania,INFL_NBT,1997,0
39,Albania,INFL_NBT,1998,0
40,Albania,INFL_NBT,1999,0
41,Albania,INFL_NBT,2000,0
42,Albania,INFL_NBT,2001,0
43,Albania,INFL_NBT,2002,0
44,Albania,INFL_NBT,2003,0
45,Albania,INFL_NBT,2004,0
46,Albania,INFL_NBT,2005,0
47,Albania,INFL_NBT,2006,0
48,Albania,INFL_NBT,2007,0
49,Albania,INFL_NBT,2008,0
50,Albania,INFL_NBT,2009,0
51,Albania,INFL_NBT,2010,0
52,Albania,INFL_NBT,2011,0
53,Albania,INFL_NBT,2012,0
54,Albania,INFL_NBT,2013,14280
55,Albania,INFL_NBT,2014,16956
56,Albania,INFL_NBT,2015,14790
57,Albania,INFL_NBT,2016,18270
58,Albania,INFL_NBT,2017,14885
59,Albania,INFL_NBT,2018,16856.4
60,Albania,INTFL,1989,0
61,Albania,INTFL,1990,0
62,Albania,INTFL,1991,0
63,Albania,INTFL,1992,0
64,Albania,INTFL,1993,0
65,Albania,INTFL,1994,0
66,Albania,INTFL,1995,0
67,Albania,INTFL,1996,0
68,Albania,INTFL,1997,0
69,Albania,INTFL,1998,0
70,Albania,INTFL,1999,0
71,Albania,INTFL,2000,0
72,Albania,INTFL,2001,0
73,Albania,INTFL,2002,0
74,Albania,INTFL,2003,0
75,Albania,INTFL,2004,0
76,Albania,INTFL,2005,0
77,Albania,INTFL,2006,0
78,Albania,INTFL,2007,0
79,Albania,INTFL,2008,0
80,Albania,INTFL,2009,0
81,Albania,INTFL,2010,0
82,Albania,INTFL,2011,0
83,Albania,INTFL,2012,0
84,Albania,INTFL,2013,17450.55
85,Albania,INTFL,2014,20444.6
86,Albania,INTFL,2015,19299.53
87,Albania,INTFL,2016,21845.5
88,Albania,INTFL,2017,18367.68
89,Albania,INTFL,2018,22412.5
90,Albania,OUTFL,1989,0
91,Albania,OUTFL,1990,0
92,Albania,OUTFL,1991,0
93,Albania,OUTFL,1992,0
94,Albania,OUTFL,1993,0
95,Albania,OUTFL,1994,0
96,Albania,OUTFL,1995,0
97,Albania,OUTFL,1996,0
98,Albania,OUTFL,1997,0
99,Albania,OUTFL,1998,0
100,Albania,OUTFL,1999,0
101,Albania,OUTFL,2000,0
102,Albania,OUTFL,2001,0
103,Albania,OUTFL,2002,0
104,Albania,OUTFL,2003,0
105,Albania,OUTFL,2004,0
106,Albania,OUTFL,2005,0
107,Albania,OUTFL,2006,0
108,Albania,OUTFL,2007,0
109,Albania,OUTFL,2008,0
110,Albania,OUTFL,2009,0
111,Albania,OUTFL,2010,0
112,Albania,OUTFL,2011,0
113,Albania,OUTFL,2012,0
114,Albania,OUTFL,2013,31371.2
115,Albania,OUTFL,2014,38887.13
116,Albania,OUTFL,2015,29609
117,Albania,OUTFL,2016,40402.1
118,Albania,OUTFL,2017,38327
119,Albania,OUTFL,2018,38465.4
120,Albania,PRECIP,1989,0
121,Albania,PRECIP,1990,0
122,Albania,PRECIP,1991,0
123,Albania,PRECIP,1992,0
124,Albania,PRECIP,1993,0
125,Albania,PRECIP,1994,0
126,Albania,PRECIP,1995,0
127,Albania,PRECIP,1996,0
128,Albania,PRECIP,1997,42700
129,Albania,PRECIP,1998,42700
130,Albania,PRECIP,1999,42700
131,Albania,PRECIP,2000,0
132,Albania,PRECIP,2001,0
133,Albania,PRECIP,2002,0
134,Albania,PRECIP,2003,0
135,Albania,PRECIP,2004,0
136,Albania,PRECIP,2005,0
137,Albania,PRECIP,2006,0
138,Albania,PRECIP,2007,0
139,Albania,PRECIP,2008,29458
140,Albania,PRECIP,2009,37218
141,Albania,PRECIP,2010,51134
142,Albania,PRECIP,2011,20569
143,Albania,PRECIP,2012,43050
144,Albania,PRECIP,2013,30615
145,Albania,PRECIP,2014,37172
146,Albania,PRECIP,2015,32711.07
147,Albania,PRECIP,2016,38810
148,Albania,PRECIP,2017,32224
149,Albania,PRECIP,2018,43950
150,Albania,RFW_RES,1989,0
151,Albania,RFW_RES,1990,0
152,Albania,RFW_RES,1991,0
153,Albania,RFW_RES,1992,0
154,Albania,RFW_RES,1993,0
155,Albania,RFW_RES,1994,0
156,Albania,RFW_RES,1995,0
157,Albania,RFW_RES,1996,0
158,Albania,RFW_RES,1997,0
159,Albania,RFW_RES,1998,0
160,Albania,RFW_RES,1999,0
161,Albania,RFW_RES,2000,0
162,Albania,RFW_RES,2001,0
163,Albania,RFW_RES,2002,0
164,Albania,RFW_RES,2003,0
165,Albania,RFW_RES,2004,0
166,Albania,RFW_RES,2005,0
167,Albania,RFW_RES,2006,0
168,Albania,RFW_RES,2007,0
169,Albania,RFW_RES,2008,0
170,Albania,RFW_RES,2009,0
171,Albania,RFW_RES,2010,0
172,Albania,RFW_RES,2011,0
173,Albania,RFW_RES,2012,0
174,Albania,RFW_RES,2013,31730.55
175,Albania,RFW_RES,2014,37400.6
176,Albania,RFW_RES,2015,34089.5
177,Albania,RFW_RES,2016,40115.5
178,Albania,RFW_RES,2017,33252.68
179,Albania,RFW_RES,2018,39269
180,Austria,INTFL,1989,0
181,Austria,INTFL,1990,0
182,Austria,INTFL,1991,0
183,Austria,INTFL,1992,0
184,Austria,INTFL,1993,0
185,Austria,INTFL,1994,0
186,Austria,INTFL,1995,0
187,Austria,INTFL,1996,0
188,Austria,INTFL,1997,0
189,Austria,INTFL,1998,0
190,Austria,INTFL,1999,0
191,Austria,INTFL,2000,0
192,Austria,INTFL,2001,0
193,Austria,INTFL,2002,0
194,Austria,INTFL,2003,0
195,Austria,INTFL,2004,0
196,Austria,INTFL,2005,0
197,Austria,INTFL,2006,0
198,Austria,INTFL,2007,54254
199,Austria,INTFL,2008,0
200,Austria,INTFL,2009,0
201,Austria,INTFL,2010,0
202,Austria,INTFL,2011,0
203,Austria,INTFL,2012,0
204,Austria,INTFL,2013,0
205,Austria,INTFL,2014,0
206,Austria,INTFL,2015,0
207,Austria,INTFL,2016,0
208,Austria,INTFL,2017,0
209,Austria,INTFL,2018,0
210,Austria,PRECIP,1989,0
211,Austria,PRECIP,1990,0
212,Austria,PRECIP,1991,0
213,Austria,PRECIP,1992,0
214,Austria,PRECIP,1993,0
215,Austria,PRECIP,1994,0
216,Austria,PRECIP,1995,0
217,Austria,PRECIP,1996,0
218,Austria,PRECIP,1997,0
219,Austria,PRECIP,1998,0
220,Austria,PRECIP,1999,0
221,Austria,PRECIP,2000,0
222,Austria,PRECIP,2001,0
223,Austria,PRECIP,2002,0
224,Austria,PRECIP,2003,0
225,Austria,PRECIP,2004,0
226,Austria,PRECIP,2005,0
227,Austria,PRECIP,2006,0
228,Austria,PRECIP,2007,99493
229,Austria,PRECIP,2008,85243
230,Austria,PRECIP,2009,96576
231,Austria,PRECIP,2010,88872
232,Austria,PRECIP,2011,83256
233,Austria,PRECIP,2012,0
234,Austria,PRECIP,2013,0
235,Austria,PRECIP,2014,0
236,Austria,PRECIP,2015,0
237,Austria,PRECIP,2016,0
238,Austria,PRECIP,2017,0
239,Austria,PRECIP,2018,0
240,Bosnia and Herzegovina,EVAP_TSP,1989,0
241,Bosnia and Herzegovina,EVAP_TSP,1990,0
242,Bosnia and Herzegovina,EVAP_TSP,1991,0
243,Bosnia and Herzegovina,EVAP_TSP,1992,0
244,Bosnia and Herzegovina,EVAP_TSP,1993,0
245,Bosnia and Herzegovina,EVAP_TSP,1994,0
246,Bosnia and Herzegovina,EVAP_TSP,1995,0
247,Bosnia and Herzegovina,EVAP_TSP,1996,0
248,Bosnia and Herzegovina,EVAP_TSP,1997,0
249,Bosnia and Herzegovina,EVAP_TSP,1998,0
250,Bosnia and Herzegovina,EVAP_TSP,1999,0
251,Bosnia and Herzegovina,EVAP_TSP,2000,26411.4
252,Bosnia and Herzegovina,EVAP_TSP,2001,22372.8
253,Bosnia and Herzegovina,EVAP_TSP,2002,20337.6
254,Bosnia and Herzegovina,EVAP_TSP,2003,15690
255,Bosnia and Herzegovina,EVAP_TSP,2004,22004.4
256,Bosnia and Herzegovina,EVAP_TSP,2005,22773
257,Bosnia and Herzegovina,EVAP_TSP,2006,17967
258,Bosnia and Herzegovina,EVAP_TSP,2007,19464
259,Bosnia and Herzegovina,EVAP_TSP,2008,17887.8
260,Bosnia and Herzegovina,EVAP_TSP,2009,21760.8
261,Bosnia and Herzegovina,EVAP_TSP,2010,26930
262,Bosnia and Herzegovina,EVAP_TSP,2011,22587
263,Bosnia and Herzegovina,EVAP_TSP,2012,25399
264,Bosnia and Herzegovina,EVAP_TSP,2013,26000
265,Bosnia and Herzegovina,EVAP_TSP,2014,26883
266,Bosnia and Herzegovina,EVAP_TSP,2015,24974
267,Bosnia and Herzegovina,EVAP_TSP,2016,25617
268,Bosnia and Herzegovina,EVAP_TSP,2017,25247
269,Bosnia and Herzegovina,EVAP_TSP,2018,34935
270,Bosnia and Herzegovina,INFL_NBT,1989,0
271,Bosnia and Herzegovina,INFL_NBT,1990,0
272,Bosnia and Herzegovina,INFL_NBT,1991,0
273,Bosnia and Herzegovina,INFL_NBT,1992,0
274,Bosnia and Herzegovina,INFL_NBT,1993,0
275,Bosnia and Herzegovina,INFL_NBT,1994,0
276,Bosnia and Herzegovina,INFL_NBT,1995,0
277,Bosnia and Herzegovina,INFL_NBT,1996,0
278,Bosnia and Herzegovina,INFL_NBT,1997,0
279,Bosnia and Herzegovina,INFL_NBT,1998,0
280,Bosnia and Herzegovina,INFL_NBT,1999,0
281,Bosnia and Herzegovina,INFL_NBT,2000,2000
282,Bosnia and Herzegovina,INFL_NBT,2001,2000
283,Bosnia and Herzegovina,INFL_NBT,2002,2000
284,Bosnia and Herzegovina,INFL_NBT,2003,2000
285,Bosnia and Herzegovina,INFL_NBT,2004,2000
286,Bosnia and Herzegovina,INFL_NBT,2005,2000
287,Bosnia and Herzegovina,INFL_NBT,2006,2000
288,Bosnia and Herzegovina,INFL_NBT,2007,2000
289,Bosnia and Herzegovina,INFL_NBT,2008,2000
290,Bosnia and Herzegovina,INFL_NBT,2009,2000
291,Bosnia and Herzegovina,INFL_NBT,2010,2000
292,Bosnia and Herzegovina,INFL_NBT,2011,2000
293,Bosnia and Herzegovina,INFL_NBT,2012,2000
294,Bosnia and Herzegovina,INFL_NBT,2013,2000
295,Bosnia and Herzegovina,INFL_NBT,2014,2000
296,Bosnia and Herzegovina,INFL_NBT,2015,2000
297,Bosnia and Herzegovina,INFL_NBT,2016,2000
298,Bosnia and Herzegovina,INFL_NBT,2017,2000
299,Bosnia and Herzegovina,INFL_NBT,2018,2000
300,Bosnia and Herzegovina,INTFL,1989,0
301,Bosnia and Herzegovina,INTFL,1990,0
302,Bosnia and Herzegovina,INTFL,1991,0
303,Bosnia and Herzegovina,INTFL,1992,0
304,Bosnia and Herzegovina,INTFL,1993,0
305,Bosnia and Herzegovina,INTFL,1994,0
306,Bosnia and Herzegovina,INTFL,1995,0
307,Bosnia and Herzegovina,INTFL,1996,0
308,Bosnia and Herzegovina,INTFL,1997,0
309,Bosnia and Herzegovina,INTFL,1998,0
310,Bosnia and Herzegovina,INTFL,1999,0
311,Bosnia and Herzegovina,INTFL,2000,19732
312,Bosnia and Herzegovina,INTFL,2001,14915.2
313,Bosnia and Herzegovina,INTFL,2002,13558.4
314,Bosnia and Herzegovina,INTFL,2003,10460
315,Bosnia and Herzegovina,INTFL,2004,14669.6
316,Bosnia and Herzegovina,INTFL,2005,15182
317,Bosnia and Herzegovina,INTFL,2006,11978
318,Bosnia and Herzegovina,INTFL,2007,12976
319,Bosnia and Herzegovina,INTFL,2008,11925.2
320,Bosnia and Herzegovina,INTFL,2009,14507.2
321,Bosnia and Herzegovina,INTFL,2010,51907
322,Bosnia and Herzegovina,INTFL,2011,12614
323,Bosnia and Herzegovina,INTFL,2012,27393
324,Bosnia and Herzegovina,INTFL,2013,34371
325,Bosnia and Herzegovina,INTFL,2014,48727
326,Bosnia and Herzegovina,INTFL,2015,24008
327,Bosnia and Herzegovina,INTFL,2016,29663
328,Bosnia and Herzegovina,INTFL,2017,26107
329,Bosnia and Herzegovina,INTFL,2018,23290
330,Bosnia and Herzegovina,OUTFL,1989,0
331,Bosnia and Herzegovina,OUTFL,1990,0
332,Bosnia and Herzegovina,OUTFL,1991,0
333,Bosnia and Herzegovina,OUTFL,1992,0
334,Bosnia and Herzegovina,OUTFL,1993,0
335,Bosnia and Herzegovina,OUTFL,1994,0
336,Bosnia and Herzegovina,OUTFL,1995,0
337,Bosnia and Herzegovina,OUTFL,1996,0
338,Bosnia and Herzegovina,OUTFL,1997,0
339,Bosnia and Herzegovina,OUTFL,1998,0
340,Bosnia and Herzegovina,OUTFL,1999,0
341,Bosnia and Herzegovina,OUTFL,2000,35500
342,Bosnia and Herzegovina,OUTFL,2001,35500
343,Bosnia and Herzegovina,OUTFL,2002,35500
344,Bosnia and Herzegovina,OUTFL,2003,35500
345,Bosnia and Herzegovina,OUTFL,2004,35500
346,Bosnia and Herzegovina,OUTFL,2005,35500
347,Bosnia and Herzegovina,OUTFL,2006,35500
348,Bosnia and Herzegovina,OUTFL,2007,35500
349,Bosnia and Herzegovina,OUTFL,2008,35500
350,Bosnia and Herzegovina,OUTFL,2009,35500
351,Bosnia and Herzegovina,OUTFL,2010,35500
352,Bosnia and Herzegovina,OUTFL,2011,35500
353,Bosnia and Herzegovina,OUTFL,2012,35500
354,Bosnia and Herzegovina,OUTFL,2013,35500
355,Bosnia and Herzegovina,OUTFL,2014,35500
356,Bosnia and Herzegovina,OUTFL,2015,35500
357,Bosnia and Herzegovina,OUTFL,2016,35500
358,Bosnia and Herzegovina,OUTFL,2017,35500
359,Bosnia and Herzegovina,OUTFL,2018,35500
360,Bosnia and Herzegovina,PRECIP,1989,0
361,Bosnia and Herzegovina,PRECIP,1990,0
362,Bosnia and Herzegovina,PRECIP,1991,0
363,Bosnia and Herzegovina,PRECIP,1992,0
364,Bosnia and Herzegovina,PRECIP,1993,0
365,Bosnia and Herzegovina,PRECIP,1994,0
366,Bosnia and Herzegovina,PRECIP,1995,0
367,Bosnia and Herzegovina,PRECIP,1996,0
368,Bosnia and Herzegovina,PRECIP,1997,0
369,Bosnia and Herzegovina,PRECIP,1998,0
370,Bosnia and Herzegovina,PRECIP,1999,0
371,Bosnia and Herzegovina,PRECIP,2000,44019
372,Bosnia and Herzegovina,PRECIP,2001,37288
373,Bosnia and Herzegovina,PRECIP,2002,33896
374,Bosnia and Herzegovina,PRECIP,2003,26150
375,Bosnia and Herzegovina,PRECIP,2004,36674
376,Bosnia and Herzegovina,PRECIP,2005,37955
377,Bosnia and Herzegovina,PRECIP,2006,29945
378,Bosnia and Herzegovina,PRECIP,2007,32440
379,Bosnia and Herzegovina,PRECIP,2008,29813
380,Bosnia and Herzegovina,PRECIP,2009,36268
381,Bosnia and Herzegovina,PRECIP,2010,78837
382,Bosnia and Herzegovina,PRECIP,2011,35201
383,Bosnia and Herzegovina,PRECIP,2012,52792
384,Bosnia and Herzegovina,PRECIP,2013,60371
385,Bosnia and Herzegovina,PRECIP,2014,75610
386,Bosnia and Herzegovina,PRECIP,2015,48982
387,Bosnia and Herzegovina,PRECIP,2016,55280
388,Bosnia and Herzegovina,PRECIP,2017,51354
389,Bosnia and Herzegovina,PRECIP,2018,58225
390,Bosnia and Herzegovina,RFW_RES,1989,0
391,Bosnia and Herzegovina,RFW_RES,1990,0
392,Bosnia and Herzegovina,RFW_RES,1991,0
393,Bosnia and Herzegovina,RFW_RES,1992,0
394,Bosnia and Herzegovina,RFW_RES,1993,0
395,Bosnia and Herzegovina,RFW_RES,1994,0
396,Bosnia and Herzegovina,RFW_RES,1995,0
397,Bosnia and Herzegovina,RFW_RES,1996,0
398,Bosnia and Herzegovina,RFW_RES,1997,0
399,Bosnia and Herzegovina,RFW_RES,1998,0
400,Bosnia and Herzegovina,RFW_RES,1999,0
401,Bosnia and Herzegovina,RFW_RES,2000,21732
402,Bosnia and Herzegovina,RFW_RES,2001,16915.2
403,Bosnia and Herzegovina,RFW_RES,2002,15558.4
404,Bosnia and Herzegovina,RFW_RES,2003,12460
405,Bosnia and Herzegovina,RFW_RES,2004,16669.6
406,Bosnia and Herzegovina,RFW_RES,2005,17182
407,Bosnia and Herzegovina,RFW_RES,2006,13978
408,Bosnia and Herzegovina,RFW_RES,2007,14976
409,Bosnia and Herzegovina,RFW_RES,2008,13925.2
410,Bosnia and Herzegovina,RFW_RES,2009,16507.2
411,Bosnia and Herzegovina,RFW_RES,2010,53907
412,Bosnia and Herzegovina,RFW_RES,2011,14614
413,Bosnia and Herzegovina,RFW_RES,2012,29393
414,Bosnia and Herzegovina,RFW_RES,2013,36371
415,Bosnia and Herzegovina,RFW_RES,2014,50727
416,Bosnia and Herzegovina,RFW_RES,2015,26008
417,Bosnia and Herzegovina,RFW_RES,2016,31663
418,Bosnia and Herzegovina,RFW_RES,2017,28107
419,Bosnia and Herzegovina,RFW_RES,2018,25290
420,Belgium,EVAP_TSP,1989,0
421,Belgium,EVAP_TSP,1990,17201.4
422,Belgium,EVAP_TSP,1991,14729.5
423,Belgium,EVAP_TSP,1992,16161
424,Belgium,EVAP_TSP,1993,15789.2
425,Belgium,EVAP_TSP,1994,16506.2
426,Belgium,EVAP_TSP,1995,16706.9
427,Belgium,EVAP_TSP,1996,13813.3
428,Belgium,EVAP_TSP,1997,15498.3
429,Belgium,EVAP_TSP,1998,16667.9
430,Belgium,EVAP_TSP,1999,16939.2
431,Belgium,EVAP_TSP,2000,16585.4
432,Belgium,EVAP_TSP,2001,16735.3
433,Belgium,EVAP_TSP,2002,17253
434,Belgium,EVAP_TSP,2003,17451.4
435,Belgium,EVAP_TSP,2004,17175.8
436,Belgium,EVAP_TSP,2005,18032.9
437,Belgium,EVAP_TSP,2006,16822.9
438,Belgium,EVAP_TSP,2007,17303.2
439,Belgium,EVAP_TSP,2008,0
440,Belgium,EVAP_TSP,2009,0
441,Belgium,EVAP_TSP,2010,0
442,Belgium,EVAP_TSP,2011,0
443,Belgium,EVAP_TSP,2012,17577.21
444,Belgium,EVAP_TSP,2013,14754.79
445,Belgium,EVAP_TSP,2014,17578.62
446,Belgium,EVAP_TSP,2015,14186.67
447,Belgium,EVAP_TSP,2016,15804
448,Belgium,EVAP_TSP,2017,14180.97
449,Belgium,EVAP_TSP,2018,0
450,Belgium,INFL_NBT,1989,0
451,Belgium,INFL_NBT,1990,0
452,Belgium,INFL_NBT,1991,0
453,Belgium,INFL_NBT,1992,0
454,Belgium,INFL_NBT,1993,0
455,Belgium,INFL_NBT,1994,0
456,Belgium,INFL_NBT,1995,0
457,Belgium,INFL_NBT,1996,0
458,Belgium,INFL_NBT,1997,0
459,Belgium,INFL_NBT,1998,0
460,Belgium,INFL_NBT,1999,0
461,Belgium,INFL_NBT,2000,0
462,Belgium,INFL_NBT,2001,0
463,Belgium,INFL_NBT,2002,0
464,Belgium,INFL_NBT,2003,0
465,Belgium,INFL_NBT,2004,0
466,Belgium,INFL_NBT,2005,0
467,Belgium,INFL_NBT,2006,0
468,Belgium,INFL_NBT,2007,0
469,Belgium,INFL_NBT,2008,0
470,Belgium,INFL_NBT,2009,0
471,Belgium,INFL_NBT,2010,15245
472,Belgium,INFL_NBT,2011,12677
473,Belgium,INFL_NBT,2012,18152.1
474,Belgium,INFL_NBT,2013,19341.32
475,Belgium,INFL_NBT,2014,15722.76
476,Belgium,INFL_NBT,2015,15631.48
477,Belgium,INFL_NBT,2016,18065.66
478,Belgium,INFL_NBT,2017,11589.08
479,Belgium,INFL_NBT,2018,0
480,Belgium,INTFL,1989,0
481,Belgium,INTFL,1990,8761.4
482,Belgium,INTFL,1991,8874.7
483,Belgium,INTFL,1992,12858.9
484,Belgium,INTFL,1993,13166.6
485,Belgium,INTFL,1994,12312.1
486,Belgium,INTFL,1995,12252
487,Belgium,INTFL,1996,7950
488,Belgium,INTFL,1997,9269.1
489,Belgium,INTFL,1998,16137.4
490,Belgium,INTFL,1999,14214.5
491,Belgium,INTFL,2000,15811.7
492,Belgium,INTFL,2001,17358.5
493,Belgium,INTFL,2002,16345.9
494,Belgium,INTFL,2003,5588.7
495,Belgium,INTFL,2004,11232.3
496,Belgium,INTFL,2005,7995.4
497,Belgium,INTFL,2006,12502.8
498,Belgium,INTFL,2007,14172.8
499,Belgium,INTFL,2008,0
500,Belgium,INTFL,2009,0
501,Belgium,INTFL,2010,0
502,Belgium,INTFL,2011,0
503,Belgium,INTFL,2012,12112.06
504,Belgium,INTFL,2013,10531.69
505,Belgium,INTFL,2014,9240.23
506,Belgium,INTFL,2015,10779.86
507,Belgium,INTFL,2016,11091.1
508,Belgium,INTFL,2017,10686.02
509,Belgium,INTFL,2018,0
510,Belgium,OUTFL,1989,0
511,Belgium,OUTFL,1990,0
512,Belgium,OUTFL,1991,0
513,Belgium,OUTFL,1992,0
514,Belgium,OUTFL,1993,0
515,Belgium,OUTFL,1994,0
516,Belgium,OUTFL,1995,0
517,Belgium,OUTFL,1996,0
518,Belgium,OUTFL,1997,0
519,Belgium,OUTFL,1998,0
520,Belgium,OUTFL,1999,0
521,Belgium,OUTFL,2000,0
522,Belgium,OUTFL,2001,0
523,Belgium,OUTFL,2002,0
524,Belgium,OUTFL,2003,0
525,Belgium,OUTFL,2004,0
526,Belgium,OUTFL,2005,0
527,Belgium,OUTFL,2006,0
528,Belgium,OUTFL,2007,0
529,Belgium,OUTFL,2008,0
530,Belgium,OUTFL,2009,0
531,Belgium,OUTFL,2010,22696
532,Belgium,OUTFL,2011,18901
533,Belgium,OUTFL,2012,26837.51
534,Belgium,OUTFL,2013,27220.83
535,Belgium,OUTFL,2014,22439.01
536,Belgium,OUTFL,2015,23169.72
537,Belgium,OUTFL,2016,26263.26
538,Belgium,OUTFL,2017,17687.57
539,Belgium,OUTFL,2018,0
540,Belgium,PRECIP,1989,0
541,Belgium,PRECIP,1990,25962.8
542,Belgium,PRECIP,1991,23604.2
543,Belgium,PRECIP,1992,29019.9
544,Belgium,PRECIP,1993,28955.7
545,Belgium,PRECIP,1994,28818.4
546,Belgium,PRECIP,1995,28959
547,Belgium,PRECIP,1996,21763.4
548,Belgium,PRECIP,1997,24767.3
549,Belgium,PRECIP,1998,32805.3
550,Belgium,PRECIP,1999,31153.8
551,Belgium,PRECIP,2000,32397
552,Belgium,PRECIP,2001,34093.8
553,Belgium,PRECIP,2002,33598.8
554,Belgium,PRECIP,2003,23040.1
555,Belgium,PRECIP,2004,28408.1
556,Belgium,PRECIP,2005,26028.3
557,Belgium,PRECIP,2006,29325.7
558,Belgium,PRECIP,2007,31476
559,Belgium,PRECIP,2008,29484.6
560,Belgium,PRECIP,2009,26223.6
561,Belgium,PRECIP,2010,27567
562,Belgium,PRECIP,2011,24047
563,Belgium,PRECIP,2012,29689.28
564,Belgium,PRECIP,2013,24946.08
565,Belgium,PRECIP,2014,26383.09
566,Belgium,PRECIP,2015,24966.53
567,Belgium,PRECIP,2016,26895.1
568,Belgium,PRECIP,2017,24866.99
569,Belgium,PRECIP,2018,0
570,Belgium,RFW_RES,1989,0
571,Belgium,RFW_RES,1990,0
572,Belgium,RFW_RES,1991,0
573,Belgium,RFW_RES,1992,0
574,Belgium,RFW_RES,1993,0
575,Belgium,RFW_RES,1994,0
576,Belgium,RFW_RES,1995,0
577,Belgium,RFW_RES,1996,0
578,Belgium,RFW_RES,1997,0
579,Belgium,RFW_RES,1998,0
580,Belgium,RFW_RES,1999,0
581,Belgium,RFW_RES,2000,0
582,Belgium,RFW_RES,2001,0
583,Belgium,RFW_RES,2002,0
584,Belgium,RFW_RES,2003,0
585,Belgium,RFW_RES,2004,0
586,Belgium,RFW_RES,2005,0
587,Belgium,RFW_RES,2006,0
588,Belgium,RFW_RES,2007,0
589,Belgium,RFW_RES,2008,0
590,Belgium,RFW_RES,2009,0
591,Belgium,RFW_RES,2010,0
592,Belgium,RFW_RES,2011,0
593,Belgium,RFW_RES,2012,30237.16
594,Belgium,RFW_RES,2013,29873.02
595,Belgium,RFW_RES,2014,24962.98
596,Belgium,RFW_RES,2015,26411.34
597,Belgium,RFW_RES,2016,29156.76
598,Belgium,RFW_RES,2017,22275.1
599,Belgium,RFW_RES,2018,0
600,Bulgaria,EVAP_TSP,1989,0
601,Bulgaria,EVAP_TSP,1990,0
602,Bulgaria,EVAP_TSP,1991,0
603,Bulgaria,EVAP_TSP,1992,0
604,Bulgaria,EVAP_TSP,1993,0
605,Bulgaria,EVAP_TSP,1994,0
606,Bulgaria,EVAP_TSP,1995,0
607,Bulgaria,EVAP_TSP,1996,0
608,Bulgaria,EVAP_TSP,1997,0
609,Bulgaria,EVAP_TSP,1998,0
610,Bulgaria,EVAP_TSP,1999,0
611,Bulgaria,EVAP_TSP,2000,0
612,Bulgaria,EVAP_TSP,2001,0
613,Bulgaria,EVAP_TSP,2002,0
614,Bulgaria,EVAP_TSP,2003,0
615,Bulgaria,EVAP_TSP,2004,0
616,Bulgaria,EVAP_TSP,2005,0
617,Bulgaria,EVAP_TSP,2006,0
618,Bulgaria,EVAP_TSP,2007,0
619,Bulgaria,EVAP_TSP,2008,0
620,Bulgaria,EVAP_TSP,2009,0
621,Bulgaria,EVAP_TSP,2010,0
622,Bulgaria,EVAP_TSP,2011,0
623,Bulgaria,EVAP_TSP,2012,58179
624,Bulgaria,EVAP_TSP,2013,54681
625,Bulgaria,EVAP_TSP,2014,90476
626,Bulgaria,EVAP_TSP,2015,52052
627,Bulgaria,EVAP_TSP,2016,56314
628,Bulgaria,EVAP_TSP,2017,70207
629,Bulgaria,EVAP_TSP,2018,61107
630,Bulgaria,INFL_NBT,1989,0
631,Bulgaria,INFL_NBT,1990,0
632,Bulgaria,INFL_NBT,1991,0
633,Bulgaria,INFL_NBT,1992,0
634,Bulgaria,INFL_NBT,1993,0
635,Bulgaria,INFL_NBT,1994,0
636,Bulgaria,INFL_NBT,1995,0
637,Bulgaria,INFL_NBT,1996,0
638,Bulgaria,INFL_NBT,1997,0
639,Bulgaria,INFL_NBT,1998,0
640,Bulgaria,INFL_NBT,1999,0
641,Bulgaria,INFL_NBT,2000,0
642,Bulgaria,INFL_NBT,2001,0
643,Bulgaria,INFL_NBT,2002,0
644,Bulgaria,INFL_NBT,2003,0
